run_id,model_family,seed,epochs_completed,selected_epoch,parameter_count,summed_epoch_seconds,final_session_wall_seconds,recorded_session_count,peak_process_rss_bytes,best_validation_temperature_relative_l2,best_validation_alpha_relative_l2,best_validation_spatial_gradient_relative_l2,best_validation_weighted_objective,test_field_relative_l2_mean,test_composite_relative_l2_mean,test_alpha_relative_l2_mean,test_spatial_gradient_relative_l2_mean,test_spatial_gradient_mae_mean,test_field_linf_max,alpha_monotonic_violation_count,alpha_bound_violation_count,verification_passed,physical_constraints_passed
p2extended200-causal-w40d8-seed0-8ae6702,causal_factorized,0,200,186,225162,1907.4352527000192,1924.7222824000019,1,1274535936,0.005103240441530943,0.015732407011091708,0.047931288927793504,0.017762573435902596,0.0013100097421556711,0.0013321380829438567,0.013326519168913364,0.040822990238666534,0.01863146387040615,6.663055419921875,0,0,True,True
p2extended200-factorized-w40d4-seed0-bbdc829,factorized_fno,0,200,197,198282,1230.1422239000385,1244.1465800999977,1,953307136,0.004732757154852152,0.015965145267546176,0.04062864109873772,0.01677819397300482,0.0011923816055059433,0.0012341258116066456,0.012770804576575756,0.0349348746240139,0.01618124172091484,8.7935791015625,0,0,True,True
